name,role,skin_type,power_level,weight,height,age,eye_color,gender,hair_color,speed,universe,body_type,job,battle_iq,species,ranking,intelligence,abilities,training_time,special_attack,secret_code,win_prob
Radiant Cleric,Hero,Scaly,12525.0,640,,36.0,Blue,2.0,Fire-like,2854.0,Anime,Regular,Assassin,1320.0,Giant,4222.0,1200.0,Time Manipulation,8044.0,Fireburst Cannon,10001.0,0.59
Akame,Hero,Transparent,12221.0,70,181.0,126.0,,0.0,Black,853.0,Anime,Normal,Brewer,973.0,Human,3713.0,,Time Manipulation,8169.0,Grass Tempest,,0.46
Son Goku,H3ro,Steel,11088.0,66,195.0,62.0,Black,0.0,Brown,1660.0,Anime,Giant,Demon Lord,912.0,Kryptonian,4486.0,861.0,Teleportation,8742.0,Water Vortex,11000.0,0.75
Vegeta,H3ro,Steel,9100.0,591,788.0,96.0,Black,2.0,None,,Anime,Giant,Thief,1155.0,Giant,3294.0,1050.0,Time Manipulation,4868.0,Water Gun,11000.0,0.74
Green Arrow,HerO,Normal,7611.0,63,178.0,99.0,Brown,1.0,Brown,,Anime,Athletic,Drunken,941.0,Human,1480.0,888.0,Super Strength,5720.0,Fire Fist,10000.0,0.29
Vixen,Hero,Hairy,14584.0,74,143.0,27.0,Blood,2.0,Purple,3716.0,Anime,Giant,Captain,1222.0,Saiyan,153.0,1111.0,Mind Reading,9133.0,Electric Nova,,0.91
Simon,Hero,Metallic,1312.0,50,160.0,125.0,Green,0.0,Brown,903.0,Anime,Regular,Arcanist,915.0,Undead,4229.0,864.0,Time Manipulation,727.0,Water Vortex,10011.0,0.44
Noble Enchanter,Hero,Stone,6849.0,105,166.0,27.0,Red,2.0,White,,Anime,Muscular,Scientist,710.0,Kryptonian,1529.0,697.0,Time Manipulation,4975.0,Water Gun,10010.0,0.8
Superman,Hero,Normal,5025.0,102,146.0,115.0,Brown,2.0,Green,938.0,Anime,Athletic,Mage,586.0,Saiyan,4726.0,586.0,Super Strength,3243.0,Grass Surge,,0.35
Pixelated Shadowcaster,Hero,Wooden,1006.0,88,155.0,113.0,Pink,,Brown,926.0,Anime,Muscular,Cult Leader,864.0,Saiyan,4090.0,816.0,Time Manipulation,,Fire Fist,11010.0,0.45
Fire,Hero,Steel,8259.0,63,170.0,84.0,Black,0.0,Brown,1204.0,Anime,Regular,Mage,892.0,Human,1745.0,842.0,Mind Reading,5095.0,Electric Surge,,0.56
Cable,HerO,Steel,12185.0,531,780.0,58.0,,2.0,Blonde,1751.0,Anime,Regular,Demon Lord,60.0,Giant,3829.0,67.0,Teleportation,6614.0,Electric Storm,11000.0,0.69
Ryoma Echizen,Hero,Normal,11893.0,130,176.0,100.0,Brown,2.0,Pink,1078.0,Anime,Normal,Cult Leader,1033.0,Alien,2195.0,957.0,Super Strength,7135.0,Grass Tempest,10000.0,0.45
Cyclone,H3ro,Steel,1537.0,116,162.0,103.0,,2.0,Fire-like,972.0,Anime,Giant,Drunken,1315.0,Kryptonian,4365.0,1196.0,Teleportation,,Electric Nova,11000.0,0.58
Blue Devil,Hero,Luminescent,3081.0,100,208.0,107.0,,0.0,Bald,1010.0,Anime,Athletic,Assassin,524.0,Saiyan,3554.0,524.0,Teleportation,1550.0,Fire Fist,,0.29
The Atom,H3ro,Transparent,15620.0,50,169.0,105.0,,1.0,Silver,,Anime,Muscular,Saviors,974.0,Kryptonian,4638.0,902.0,Time Manipulation,8995.0,Water Fury,10111.0,0.66
Divine Sentinel,H3ro,Stone,12583.0,111,180.0,112.0,Red,1.0,Bald,,Anime,Muscular,God,535.0,Kryptonian,491.0,535.0,Teleportation,7492.0,Water Gun,10010.0,0.65
Mystic Mage,Hero,Luminescent,4707.0,73,160.0,105.0,Glowing,,Green,958.0,Anime,Athletic,Assassin,616.0,Human,4279.0,604.0,Time Manipulation,3401.0,Eternal Firewave,,0.32
Hope Summers,Hero,Scaly,14304.0,102,193.0,63.0,Blue,,Blonde,1588.0,Anime,Athletic,Drunken,100.0,Alien,1644.0,109.0,Flying,7447.0,Eternal Firewave,10001.0,0.4
,,,,,,,,,,,,,,,,,,,,,,
Cannonball,H3ro,Steel,7608.0,65,151.0,55.0,Black,,Bald,1830.0,Anime,Slim,God,544.0,Undead,3789.0,544.0,Super Strength,4241.0,Grass blade,,0.63
Son Goten,H3ro,Transparent,5041.0,90,176.0,120.0,,2.0,Brown,1060.0,Anime,Giant,Drunken,904.0,Kryptonian,1211.0,853.0,Flying,3161.0,Electric Surge,10111.0,0.49
Simon Baz,Hero,Steel,6359.0,65,151.0,123.0,Black,,Silver,855.0,Anime,Regular,Scientist,924.0,Undead,1970.0,872.0,Flying,4155.0,Grass blade,,0.57
Shikamaru Nara,HerO,Steel,16602.0,108,283.0,85.0,Black,1.0,Fire-like,1183.0,Anime,Normal,Mage,1320.0,Alien,1233.0,1200.0,Teleportation,7478.0,Water Fury,11000.0,0.82
Arcane Sorcerer,Hero,Metallic,13328.0,117,178.0,74.0,Green,2.0,Blonde,1409.0,Anime,Athletic,Arcanist,71.0,Kryptonian,2460.0,79.0,Super Strength,8719.0,Fireburst Cannon,,0.43
Ethereal Sorcerer,Hero,Steel,12328.0,114,171.0,110.0,Black,0.0,None,1023.0,Anime,Giant,Leader,1167.0,Saiyan,3567.0,1061.0,Mind Reading,9215.0,Electric Storm,,0.59
The Flash,H3ro,Draconish,16534.0,90,163.0,48.0,White,0.0,Pink,2088.0,Anime,Giant,Hero,1018.0,Saiyan,1640.0,943.0,Flying,6159.0,Fireburst Cannon,10101.0,0.7
Ryu Hayabusa,HerO,Scaly,11176.0,436,749.0,41.0,Blue,2.0,None,,Anime,Regular,Drunken,1145.0,,3361.0,1041.0,Super Speed,6617.0,Grass Surge,,0.63
Noble Sentinel,HerO,Hairy,9241.0,50,185.0,120.0,Blood,,Blonde,,Anime,Muscular,Drunken,71.0,Alien,2611.0,79.0,Super Speed,5660.0,Electric Surge,,0.52
Neon Cyborg,Hero,Scaly,16953.0,60,193.0,140.0,,,None,827.0,Anime,Regular,Demon Lord,1141.0,Undead,528.0,1038.0,Flying,8624.0,Electric Storm,10001.0,0.49
Roshi,Hero,Draconish,1920.0,109,191.0,112.0,White,2.0,Fire-like,971.0,Anime,Muscular,Arcanist,1313.0,Alien,1668.0,,Time Manipulation,1176.0,Fireburst Cannon,10101.0,0.52
Sarada Uchiha,Hero,Scaly,14525.0,78,136.0,127.0,,1.0,Black,796.0,Anime,Slim,Brewer,982.0,Human,3379.0,,Super Strength,7956.0,Electric Nova,10001.0,0.49
Arcane Spellblade,Hero,Scaly,18105.0,72,181.0,29.0,Blue,2.0,Black,3450.0,Anime,Athletic,Demon Lord,973.0,Human,2187.0,901.0,Super Strength,,Water Vortex,10001.0,0.81
Divine Crusader,H3ro,Scaly,3939.0,55,187.0,28.0,,1.0,Purple,3612.0,Anime,Athletic,Mage,1193.0,Human,2352.0,1085.0,Time Manipulation,2233.0,Grass blade,,0.52
Brave Sorcerer,Hero,Scaly,6533.0,73,163.0,53.0,,0.0,Fire-like,1895.0,Anime,Athletic,Thief,1320.0,Human,1316.0,1200.0,Mind Reading,4700.0,Grass Tempest,,0.49
Neon Shadowcaster,Hero,Scaly,7190.0,,900.0,148.0,Blue,1.0,White,,Anime,Regular,Warrior,740.0,Giant,2101.0,712.0,Super Speed,5906.0,Fireburst Cannon,10001.0,0.3
Colossus,Hero,Metallic,13804.0,103,189.0,108.0,Green,1.0,Blonde,948.0,Anime,Giant,Thief,84.0,Kryptonian,4926.0,94.0,Flying,7860.0,Eternal Firewave,10011.0,0.34
Hyper Cyborg,Hero,Stone,11591.0,53,143.0,112.0,,1.0,Green,1014.0,Anime,Fat,Saviors,584.0,Undead,1935.0,,Time Manipulation,7526.0,Electric Nova,,0.55
Kid Flash,HerO,Metallic,9500.0,124,165.0,90.0,,2.0,Green,1152.0,Anime,Muscular,Brewer,595.0,,3325.0,595.0,Super Speed,5559.0,Grass Surge,10011.0,0.48
Edward Elric,H3ro,Draconish,11025.0,102,180.0,86.0,,2.0,Fire-like,1172.0,Anime,Giant,Cult Leader,1316.0,Alien,1954.0,1197.0,Super Strength,6732.0,Water Gun,,0.83
Storm,Hero,Metallic,3370.0,114,213.0,136.0,,2.0,White,742.0,Anime,Normal,Brewer,735.0,,931.0,707.0,Super Speed,2513.0,Fireburst Cannon,,0.33
Speedball,H3ro,Normal,12514.0,683,774.0,113.0,,2.0,Pink,927.0,Anime,Giant,Warrior,1035.0,Giant,1229.0,959.0,Time Manipulation,7830.0,Eternal Firewave,,0.39
Ryoma Echizen,Hero,Normal,11893.0,130,176.0,100.0,Brown,2.0,Pink,1078.0,Anime,Normal,Cult Leader,1033.0,Alien,2195.0,957.0,Super Strength,7135.0,Grass Tempest,10000.0,0.45
Captain Atom,Hero,Luminescent,13718.0,84,160.0,118.0,Glowing,0.0,Brown,919.0,Anime,Muscular,Thief,913.0,Saiyan,1573.0,862.0,Mind Reading,9965.0,Grass Surge,11111.0,0.5
Divine Templar,Hero,Metallic,10430.0,81,187.0,132.0,Green,2.0,Blonde,833.0,Anime,Muscular,God,69.0,Saiyan,227.0,77.0,Time Manipulation,6944.0,Water Vortex,10011.0,0.54
Augmented Technomancer,H3ro,Wooden,15183.0,77,156.0,122.0,Pink,1.0,Bald,835.0,Fantasy Realm,Slim,Cult Leader,553.0,Human,2012.0,553.0,Flying,7910.0,Grass blade,,0.68
All Might,Hero,Transparent,9402.0,669,867.0,110.0,Yellow,2.0,Gold,920.0,Fantasy Realm,Giant,Saviors,1260.0,Giant,2544.0,1146.0,Super Speed,5649.0,Grass Surge,10111.0,0.54
Kuwabara,Hero,Normal,2017.0,98,217.0,109.0,Brown,1.0,Pink,918.0,Fantasy Realm,Muscular,Thief,1069.0,Saiyan,3803.0,990.0,Teleportation,1096.0,Fireburst Cannon,10000.0,0.25
Hyper Crypto-Warrior,Hero,Steel,15275.0,74,155.0,36.0,Black,2.0,Bald,2834.0,Fantasy Realm,Muscular,Captain,550.0,Saiyan,3977.0,550.0,Flying,9120.0,Fire Fist,11000.0,0.7
Holographic Overclock,Hero,Wooden,3077.0,457,874.0,37.0,Pink,2.0,Blonde,,Fantasy Realm,Regular,Arcanist,81.0,Giant,4587.0,,Mind Reading,1951.0,Water Fury,,0.82
Asuna Yuuki,Hero,Hairy,16616.0,119,197.0,135.0,Blood,2.0,Silver,768.0,Fantasy Realm,Giant,Leader,973.0,Alien,3573.0,901.0,Mind Reading,9746.0,Grass blade,,0.73
Gallant Cleric,Hero,Steel,11453.0,72,153.0,112.0,,2.0,Gold,938.0,Fantasy Realm,Regular,Scientist,1263.0,Human,3458.0,1149.0,Mind Reading,9186.0,Water Vortex,11000.0,0.77
Mr. Terrific,H3ro,Scaly,14458.0,138,182.0,110.0,Blue,2.0,Black,1047.0,Fantasy Realm,Athletic,God,932.0,Saiyan,304.0,,Mind Reading,7799.0,Electric Surge,10001.0,0.53
Zenitsu,Hero,Normal,12544.0,102,199.0,101.0,Brown,2.0,Bald,1008.0,Fantasy Realm,Athletic,Arcanist,557.0,Kryptonian,1655.0,557.0,Teleportation,,Electric Nova,,0.44
Pixie,Hero,Stone,1142.0,99,184.0,87.0,Red,,Black,1163.0,Fantasy Realm,Giant,Drunken,949.0,Saiyan,1306.0,896.0,Mind Reading,595.0,Water Vortex,10010.0,0.6
Swamp Thing,HerO,Draconish,12173.0,76,218.0,133.0,White,0.0,Pink,,Fantasy Realm,Muscular,Drunken,1024.0,Alien,2235.0,949.0,Super Strength,7875.0,Grass Surge,10101.0,0.58
Holographic Crypto-Warrior,HerO,Scaly,12002.0,127,206.0,20.0,,1.0,Fire-like,,Fantasy Realm,Giant,Drunken,1310.0,Saiyan,1118.0,1191.0,Mind Reading,9033.0,Eternal Firewave,10001.0,0.54
Cyborg,HerO,Metallic,6546.0,131,174.0,77.0,,,Silver,1318.0,Fantasy Realm,Muscular,Hero,930.0,Kryptonian,239.0,878.0,Teleportation,4439.0,Electric Surge,10011.0,0.45
Miss Martian,H3ro,Metallic,10663.0,60,168.0,128.0,,1.0,Bald,912.0,Fantasy Realm,Normal,Mage,567.0,Human,2117.0,567.0,Time Manipulation,5972.0,Fireburst Cannon,10011.0,0.35
Jessica Jones,Hero,Wooden,2094.0,70,186.0,135.0,Pink,1.0,Bald,,Fantasy Realm,Athletic,Arcanist,572.0,Human,2276.0,572.0,Time Manipulation,858.0,Water Fury,,0.67
Thunderstrike,H3ro,Metallic,8943.0,56,210.0,106.0,Green,1.0,White,,Fantasy Realm,Muscular,Brewer,736.0,Saiyan,4512.0,708.0,Flying,5519.0,Eternal Firewave,,0.35
Orion,Hero,Luminescent,17038.0,86,171.0,29.0,,2.0,Bald,3461.0,Fantasy Realm,Giant,Mage,514.0,Saiyan,1442.0,514.0,Super Speed,7385.0,Grass Tempest,11111.0,0.73
Muichiro Tokito,HerO,Normal,10772.0,69,146.0,78.0,,2.0,Fire-like,,Fantasy Realm,Athletic,Hero,1320.0,Saiyan,346.0,,Mind Reading,8636.0,Grass Surge,10000.0,0.52
Hulkling,Hero,Scaly,10745.0,116,186.0,60.0,,,Bald,1740.0,Fantasy Realm,Muscular,Brewer,514.0,Kryptonian,3981.0,514.0,Super Strength,9980.0,Grass Surge,10001.0,0.43
Jade,H3ro,Normal,6805.0,50,134.0,124.0,Brown,1.0,Pink,808.0,Fantasy Realm,Slim,Captain,1015.0,Undead,164.0,940.0,Flying,,Water Fury,,0.49
Bwana Beast,H3ro,Metallic,5638.0,,213.0,141.0,Green,1.0,Green,,Fantasy Realm,Athletic,Warrior,620.0,Saiyan,454.0,608.0,Time Manipulation,,Electric Storm,10011.0,0.4
Deadman,H3ro,Hairy,1909.0,56,129.0,41.0,,1.0,Black,2491.0,Fantasy Realm,Fat,Scientist,978.0,Undead,688.0,906.0,Super Strength,1030.0,Grass blade,,0.69
Dr. Light,H3ro,Transparent,13890.0,85,174.0,117.0,Yellow,,Pink,867.0,Fantasy Realm,Giant,Scientist,1032.0,Saiyan,2572.0,956.0,Flying,9487.0,Water Fury,10111.0,0.69
Kid Flash,HerO,Metallic,9500.0,124,165.0,90.0,,2.0,Green,1152.0,Anime,Muscular,Brewer,595.0,,3325.0,595.0,Super Speed,5559.0,Grass Surge,10011.0,0.48
Cybernetic Hacker,HerO,Draconish,13730.0,384,797.0,87.0,White,1.0,Bald,,Fantasy Realm,Giant,Saviors,576.0,Giant,4929.0,576.0,Teleportation,7906.0,Electric Nova,10101.0,0.65
,,,,,,,,,,,,,,,,,,,,,,
Kuroko,H3ro,Draconish,5827.0,87,182.0,118.0,White,2.0,Gold,,Fantasy Realm,Regular,Leader,1221.0,Undead,521.0,1110.0,Teleportation,2850.0,Water Vortex,,0.74
Ethereal Paladin,H3ro,Normal,13713.0,94,162.0,95.0,Brown,,Pink,1071.0,Fantasy Realm,Giant,Mage,1019.0,Kryptonian,3335.0,944.0,Teleportation,8106.0,Grass Surge,10000.0,9.399999999999999
Pixelated Crypto-Warrior,Hero,Hairy,18816.0,151,186.0,45.0,,,Green,2251.0,Fantasy Realm,Muscular,Warrior,599.0,Kryptonian,2978.0,599.0,Mind Reading,7151.0,Water Fury,10010.0,0.92
Techno Overclock,HerO,Steel,15078.0,601,798.0,134.0,,2.0,Blonde,861.0,Fantasy Realm,Giant,Scientist,86.0,Giant,740.0,96.0,Mind Reading,9503.0,Fireburst Cannon,11000.0,0.51
Phantom Girl,Hero,Scaly,13899.0,71,167.0,128.0,Blue,1.0,Blonde,,Fantasy Realm,Slim,Cult Leader,81.0,Human,3252.0,90.0,Super Strength,6952.0,Electric Nova,10001.0,0.4
Lightning,Hero,Transparent,8615.0,64,161.0,66.0,Yellow,0.0,None,1544.0,Fantasy Realm,Regular,God,1131.0,Human,1152.0,1029.0,Teleportation,4055.0,Water Vortex,10111.0,0.65
Inosuke,HerO,Luminescent,5868.0,59,149.0,90.0,Glowing,0.0,Black,1180.0,Fantasy Realm,Fat,Captain,997.0,Undead,1934.0,,Super Strength,5402.0,Fire Fist,11111.0,0.39
Spider-Man,H3ro,Steel,17230.0,50,162.0,59.0,Black,1.0,Gold,1732.0,Fantasy Realm,Slim,Cult Leader,1256.0,Undead,917.0,1142.0,Mind Reading,18562000.0,Grass Surge,,0.78
Man-Thing,Hero,Hairy,2285.0,579,875.0,42.0,Blood,1.0,Purple,2419.0,Fantasy Realm,Giant,God,1248.0,Giant,4678.0,1135.0,Flying,1672.0,Fire Fist,,0.65
Quantum Technomancer,Hero,Normal,7166.0,50,201.0,125.0,Brown,0.0,Blonde,816.0,Fantasy Realm,Muscular,Brewer,74.0,Saiyan,4099.0,83.0,Time Manipulation,4532.0,Water Vortex,,0.36
Animal Man,HerO,Hairy,6713.0,699,696.0,103.0,Blood,2.0,None,983.0,Fantasy Realm,Regular,Scientist,1169.0,Giant,989.0,1063.0,Time Manipulation,4924.0,Electric Storm,,0.68
Jotaro Kujo,Hero,Scaly,12364.0,93,177.0,135.0,,2.0,Fire-like,,Fantasy Realm,Athletic,Captain,1320.0,Kryptonian,4276.0,1200.0,Time Manipulation,6085.0,Water Gun,,0.64
Mystic Paladin,Hero,Luminescent,11492.0,71,169.0,128.0,Glowing,0.0,Silver,,Fantasy Realm,Athletic,Scientist,933.0,Kryptonian,4755.0,881.0,Mind Reading,,Fireburst Cannon,,0.41
Sunfire,Hero,Wooden,6035.0,66,270.0,60.0,Pink,0.0,Silver,1668.0,Fantasy Realm,Muscular,God,943.0,Alien,4303.0,890.0,Teleportation,4864.0,Water Vortex,11010.0,0.79
Mystic Sentinel,Hero,Metallic,15788.0,128,250.0,131.0,Green,2.0,Fire-like,882.0,Fantasy Realm,Giant,Thief,1318.0,Alien,2063.0,1199.0,Time Manipulation,9316.0,Fireburst Cannon,10011.0,0.51
Eureka,H3ro,Transparent,2587.0,77,153.0,131.0,,0.0,White,771.0,Fantasy Realm,Regular,Hero,696.0,Human,4067.0,,Flying,1221.0,Electric Surge,10111.0,0.37
Valiant Paladin,Hero,Hairy,3901.0,52,169.0,122.0,Blood,2.0,None,832.0,Fantasy Realm,Slim,Cult Leader,1148.0,Undead,740.0,1044.0,Time Manipulation,2860.0,Electric Surge,10010.0,0.65
Doctor Strange,HerO,Draconish,15975.0,65,194.0,65.0,,2.0,Blonde,1574.0,Fantasy Realm,Giant,Thief,62.0,Saiyan,1951.0,,Mind Reading,8428.0,Water Gun,10101.0,0.83
Jessica Jones,Hero,Wooden,2094.0,70,186.0,135.0,Pink,1.0,Bald,,Fantasy Realm,Athletic,Arcanist,572.0,Human,2276.0,572.0,Time Manipulation,858.0,Water Fury,,0.67
Spike Spiegel,H3ro,Steel,11097.0,580,781.0,87.0,Black,,Fire-like,1211.0,Fantasy Realm,Regular,Brewer,1320.0,Giant,4914.0,1200.0,Super Strength,9336.0,Grass Tempest,,0.64
Ant-Man,H3ro,Draconish,6910.0,,168.0,141.0,White,0.0,Blonde,714.0,Fantasy Realm,Slim,Assassin,108.0,Undead,1002.0,118.0,Mind Reading,3253.0,Electric Storm,,0.47
Chivalrous Mage,H3ro,Scaly,6680.0,571,857.0,34.0,Blue,0.0,White,2960.0,Fantasy Realm,Regular,Demon Lord,736.0,Giant,2568.0,708.0,Time Manipulation,,Water Gun,10001.0,0.6
Brave Sentinel,Hero,Steel,9305.0,,830.0,148.0,Black,0.0,Bald,,Fantasy Realm,Giant,Cult Leader,596.0,Giant,2698.0,596.0,Flying,6957.0,Electric Surge,11000.0,0.52
Augmented Glitch,Hero,Normal,1502.0,75,165.0,130.0,Brown,0.0,Black,,Fantasy Realm,Slim,God,978.0,Human,4787.0,906.0,Super Speed,,Water Fury,,0.39
Arachne,Hero,Wooden,4074.0,626,737.0,43.0,Pink,2.0,Black,,Fantasy Realm,Giant,Thief,983.0,Giant,3195.0,911.0,Mind Reading,2681.0,Electric Surge,11010.0,0.81
Groot,H3ro,Scaly,10866.0,73,156.0,46.0,,,Bald,,Fantasy Realm,Slim,Leader,574.0,Undead,1933.0,574.0,Super Strength,,Grass blade,10001.0,0.5
Batgirl,Hero,Luminescent,11212.0,79,200.0,59.0,Glowing,1.0,Pink,,Fantasy Realm,Athletic,Saviors,981.0,,3465.0,909.0,Time Manipulation,7482.0,Water Fury,11111.0,0.76
Chivalrous Spellblade,Hero,Stone,9363.0,543,729.0,43.0,Red,1.0,None,,Fantasy Realm,Giant,Thief,1163.0,Giant,1786.0,1058.0,Teleportation,5086.0,Grass Surge,10010.0,0.69
Encrypted Glitch,Hero,Hairy,11032.0,53,224.0,43.0,,0.0,Brown,,Fantasy Realm,Athletic,Drunken,878.0,Alien,1182.0,829.0,Time Manipulation,7964.0,Electric Storm,10010.0,0.76
Noble Paladin,H3ro,Steel,3073.0,57,196.0,23.0,Black,0.0,White,4366.0,Fantasy Realm,Regular,Leader,689.0,Human,876.0,676.0,Super Speed,2665.0,Water Vortex,11000.0,14.2
Kuroko,H3ro,Draconish,5827.0,87,182.0,118.0,White,2.0,Gold,,Fantasy Realm,Regular,Leader,1221.0,Undead,521.0,1110.0,Teleportation,2850.0,Water Vortex,,0.74
Ryuko Matoi,Hero,Scaly,14975.0,433,884.0,86.0,,0.0,White,1179.0,Fantasy Realm,Regular,Mage,692.0,Giant,1435.0,679.0,Flying,9951.0,Grass Tempest,10001.0,0.43
Halo,Hero,Transparent,7236.0,94,178.0,53.0,Yellow,0.0,White,1891.0,Fantasy Realm,Athletic,Scientist,706.0,Saiyan,1754.0,693.0,Super Strength,3513.0,Eternal Firewave,,0.44
Luffy,HerO,Transparent,1080.0,556,819.0,135.0,Yellow,2.0,None,759.0,Fantasy Realm,Regular,Drunken,1168.0,Giant,2250.0,1062.0,Super Speed,495.0,Fire Fist,10111.0,0.37
The Creeper,Hero,Normal,8726.0,99,207.0,42.0,Brown,1.0,Gold,2383.0,Fantasy Realm,Athletic,Arcanist,1273.0,Kryptonian,3601.0,1158.0,Super Strength,5822.0,Grass Tempest,10000.0,0.55
Holographic Netrunner,HerO,Steel,3142.0,61,163.0,128.0,,2.0,Gold,,Fantasy Realm,Regular,Leader,1263.0,Undead,3346.0,1149.0,Flying,2072.0,Water Gun,,0.69
Dazzler,Hero,Hairy,11452.0,82,178.0,88.0,,1.0,None,,Fantasy Realm,Muscular,Warrior,1170.0,Saiyan,2084.0,1064.0,Mind Reading,,Water Fury,10010.0,0.81
Squirrel Girl,HerO,Wooden,12452.0,64,125.0,114.0,Pink,1.0,Black,906.0,Fantasy Realm,Fat,Cult Leader,979.0,Undead,4830.0,907.0,Flying,8529.0,Grass Surge,,0.68
Damage,Hero,Scaly,5857.0,492,837.0,81.0,Blue,1.0,None,1346.0,Fantasy Realm,Giant,Assassin,1163.0,Giant,459.0,1058.0,Time Manipulation,,Fire Fist,10001.0,0.35
Yami Sukehiro,H3ro,Wooden,10296.0,71,167.0,76.0,,2.0,Green,1369.0,Fantasy Realm,Regular,Saviors,582.0,Human,4018.0,,Super Strength,6033.0,Electric Surge,,0.75
Digital Crypto-Warrior,HerO,Scaly,17124.0,100,213.0,73.0,,0.0,Bald,1370.0,Fantasy Realm,Athletic,Demon Lord,535.0,Alien,4371.0,535.0,Teleportation,8328.0,Grass Surge,10001.0,0.47
Moon Girl,Hero,Luminescent,3589.0,79,164.0,89.0,,0.0,White,1266.0,Fantasy Realm,Giant,Thief,714.0,Saiyan,3070.0,700.0,Super Speed,2555.0,Grass Surge,11111.0,0.41
X-23,Hero,Normal,9106.0,105,160.0,120.0,Brown,1.0,Fire-like,846.0,Fantasy Realm,Muscular,God,1320.0,Alien,926.0,1200.0,Super Speed,6370.0,Fire Fist,10000.0,0.34
Huntress,H3ro,Metallic,7736.0,632,714.0,76.0,,1.0,Gold,1321.0,Fantasy Realm,Regular,Mage,1235.0,Giant,2593.0,1123.0,Time Manipulation,4415.0,Electric Nova,,0.53
Black Widow,Hero,Transparent,11055.0,75,169.0,122.0,Yellow,1.0,Bald,892.0,Fantasy Realm,Regular,Demon Lord,549.0,Undead,4471.0,549.0,Mind Reading,5959.0,Grass blade,10111.0,0.45
Mystic Spellblade,H3ro,Draconish,11632.0,72,184.0,104.0,White,2.0,Bald,,Fantasy Realm,Normal,Mage,519.0,Human,3472.0,519.0,Time Manipulation,9107.0,Electric Nova,10101.0,0.64
Neon Firewall,HerO,Steel,13274.0,84,180.0,80.0,Black,1.0,Bald,,Fantasy Realm,Fat,Drunken,570.0,Undead,3891.0,570.0,Teleportation,5993.0,Water Fury,11000.0,0.72
Valiant Crusader,Hero,Draconish,5640.0,50,148.0,22.0,White,2.0,Pink,,Fantasy Realm,Muscular,Assassin,1029.0,Alien,2019.0,953.0,Mind Reading,5021.0,Grass blade,10101.0,0.75
Kurapika,Hero,Stone,4545.0,,180.0,147.0,,1.0,Fire-like,719.0,Fantasy Realm,Athletic,God,1304.0,Saiyan,2276.0,1186.0,Time Manipulation,2907.0,Grass Tempest,10010.0,0.51
Hourman,H3ro,Stone,3827.0,67,145.0,105.0,Red,2.0,Green,968.0,Fantasy Realm,Fat,Thief,586.0,Undead,1188.0,586.0,Time Manipulation,,Electric Nova,10010.0,0.51
Misato Katsuragi,Hero,Wooden,4942.0,93,164.0,66.0,Pink,,Brown,1631.0,Fantasy Realm,Giant,Brewer,906.0,Saiyan,2974.0,855.0,Teleportation,,Electric Storm,11010.0,0.75
Augmented Cyborg,Hero,Steel,11561.0,81,143.0,95.0,Black,1.0,White,1064.0,Fantasy Realm,Giant,Scientist,756.0,Alien,3894.0,727.0,Teleportation,9190.0,Fire Fist,,0.5
Augmented Hacker,Hero,Transparent,10134.0,50,132.0,57.0,Yellow,2.0,Silver,1862.0,Fantasy Realm,Slim,Scientist,930.0,Undead,3013.0,878.0,Flying,5085.0,Water Gun,,0.76
Morph,Hero,Stone,10856.0,70,242.0,106.0,Red,,Pink,984.0,Fantasy Realm,Athletic,Hero,1037.0,Alien,2525.0,961.0,Super Strength,6546.0,Grass Surge,10010.0,0.59
Radiant Enchanter,HerO,Draconish,,81,237.0,77.0,White,1.0,Pink,1386.0,Fantasy Realm,Athletic,Assassin,1016.0,Kryptonian,173.0,941.0,Flying,395.0,Eternal Firewave,10101.0,0.5
Brave Enchanter,HerO,Normal,1557.0,109,188.0,69.0,,1.0,Blonde,1511.0,Fantasy Realm,Athletic,Saviors,102.0,Kryptonian,4963.0,111.0,Super Speed,,Fire Fist,10000.0,0.24
Batgirl,Hero,Luminescent,11212.0,79,200.0,59.0,Glowing,1.0,Pink,,Fantasy Realm,Athletic,Saviors,981.0,,3465.0,909.0,Time Manipulation,7482.0,Water Fury,11111.0,0.76
Radiant Crusader,Hero,Steel,19524.0,50,174.0,49.0,Black,2.0,Green,2100.0,Fantasy Realm,Slim,Thief,618.0,Undead,286.0,606.0,Flying,9828.0,Electric Storm,,0.85
Quantum Hacker,H3ro,Metallic,4046.0,51,162.0,120.0,,1.0,Fire-like,852.0,Fantasy Realm,Fat,Mage,1320.0,Undead,448.0,1200.0,Mind Reading,,Electric Nova,10011.0,0.44
Encrypted Shadowcaster,Hero,Transparent,4700.0,141,178.0,44.0,,0.0,Fire-like,,Fantasy Realm,Giant,God,1299.0,Saiyan,1964.0,1181.0,Time Manipulation,,Water Fury,,0.69
Neon Technomancer,HerO,Steel,3018.0,691,764.0,131.0,Black,,Brown,775.0,Fantasy Realm,Regular,Thief,911.0,Giant,2073.0,860.0,Time Manipulation,1649.0,Water Gun,11000.0,0.66
Mister Miracle,Hero,Transparent,6050.0,,215.0,145.0,,0.0,Green,,Fantasy Realm,Athletic,God,616.0,Saiyan,4528.0,604.0,Teleportation,3690.0,Water Vortex,10111.0,0.49
Peacemaker,Hero,Hairy,5506.0,,197.0,142.0,Blood,2.0,Blonde,,Fantasy Realm,Slim,Assassin,96.0,Human,3152.0,,Super Speed,,Water Fury,,0.67
